...
100.5	100.1	0	10	0
100.5	190.1	0	10	100
4.5	5.1	0	10	0
66.7	5.1	0	50	100
65.7	7.6	0	50	0
3.5	7.6	0	50	100
4.5	10.1	0	50	0
66.7	10.1	0	50	100
65.7	12.6	0	50	0
3.5	12.6	0	50	100
4.5	15.1	0	50	0
66.7	15.1	0	50	100
65.7	17.6	0	50	0
3.5	17.6	0	50	100
4.5	20.1	0	50	0
66.7	20.1	0	50	100
65.7	22.6	0	50	0
3.5	22.6	0	50	100
4.5	25.1	0	50	0
66.7	25.1	0	50	100
65.7	27.6	0	50	0
3.5	27.6	0	50	100
4.5	30.1	0	50	0
66.7	30.1	0	50	100
65.7	32.6	0	50	0
3.5	32.6	0	50	100
4.5	35.1	0	50	0
66.7	35.1	0	50	100
65.7	37.6	0	50	0
3.5	37.6	0	50	100
4.5	40.1	0	50	0
66.7	40.1	0	50	100
65.7	42.6	0	50	0
3.5	42.6	0	50	100
4.5	45.1	0	50	0
66.7	45.1	0	50	100
65.7	47.6	0	50	0
3.5	47.6	0	50	100
4.5	50.1	0	50	0
66.7	50.1	0	50	100
65.7	52.6	0	50	0
3.5	52.6	0	50	100
4.5	55.1	0	50	0
66.7	55.1	0	50	100
65.7	57.6	0	50	0
3.5	57.6	0	50	100
4.5	60.1	0	50	0
66.7	60.1	0	50	100
65.7	62.6	0	50	0
3.5	62.6	0	50	100
4.5	65.1	0	50	0
66.7	65.1	0	50	100
5.1	4.5	0.9	50	0
5.1	66.7	0.9	50	100
7.6	65.7	0.9	50	0
7.6	3.5	0.9	50	100
10.1	4.5	0.9	50	0
10.1	66.7	0.9	50	100
12.6	65.7	0.9	50	0
12.6	3.5	0.9	50	100
15.1	4.5	0.9	50	0
15.1	66.7	0.9	50	100
17.6	65.7	0.9	50	0
17.6	3.5	0.9	50	100
20.1	4.5	0.9	50	0
20.1	66.7	0.9	50	100
22.6	65.7	0.9	50	0
22.6	3.5	0.9	50	100
25.1	4.5	0.9	50	0
25.1	66.7	0.9	50	100
27.6	65.7	0.9	50	0
27.6	3.5	0.9	50	100
30.1	4.5	0.9	50	0
30.1	66.7	0.9	50	100
32.6	65.7	0.9	50	0
32.6	3.5	0.9	50	100
35.1	4.5	0.9	50	0
35.1	66.7	0.9	50	100
37.6	65.7	0.9	50	0
37.6	3.5	0.9	50	100
40.1	4.5	0.9	50	0
40.1	66.7	0.9	50	100
42.6	65.7	0.9	50	0
42.6	3.5	0.9	50	100
45.1	4.5	0.9	50	0
45.1	66.7	0.9	50	100
47.6	65.7	0.9	50	0
47.6	3.5	0.9	50	100
50.1	4.5	0.9	50	0
50.1	66.7	0.9	50	100
52.6	65.7	0.9	50	0
52.6	3.5	0.9	50	100
55.1	4.5	0.9	50	0
55.1	66.7	0.9	50	100
57.6	65.7	0.9	50	0
57.6	3.5	0.9	50	100
